Wilayah,Propinsi,UN SMP,UN SMA IPA,UN SMA IPS,Tahun
Kab. Bangli,Bali,51.11,83.0,73.13,2015
Kab. Karangasem,Bali,56.26,83.76,75.64,2015
Kota Denpasar,Bali,81.89,85.62,77.94,2015
Prov. Nusa Tenggara Barat,Nusa Tenggara Barat,61.29,54.75,48.25,2015
Kab. Lombok Barat,Nusa Tenggara Barat,59.66,60.78,53.79,2015
Kab. Lombok Tengah,Nusa Tenggara Barat,62.03,54.59,47.89,2015
Kab. Lombok Timur,Nusa Tenggara Barat,65.26,53.26,51.94,2015
Kab. Sumbawa,Nusa Tenggara Barat,55.74,64.48,47.0,2015
Kab. Dompu,Nusa Tenggara Barat,44.92,40.85,33.21,2015
Kab. Bima,Nusa Tenggara Barat,62.95,45.35,43.9,2015
Kab. Sumbawa Barat,Nusa Tenggara Barat,58.14,65.62,55.09,2015
Kab. Lombok Utara,Nusa Tenggara Barat,43.53,58.49,43.89,2015
Kota Mataram,Nusa Tenggara Barat,75.68,71.86,57.18,2015
Kota Bima,Nusa Tenggara Barat,54.09,47.6,34.54,2015
Prov. Nusa Tenggara Timur,Nusa Tenggara Timur,55.41,45.31,41.64,2015
Kab. Kupang,Nusa Tenggara Timur,46.77,44.79,41.13,2015
Kab. Timor Tengah Selatan,Nusa Tenggara Timur,60.77,48.31,45.8,2015
Kab. Timor Tengah Utara,Nusa Tenggara Timur,52.22,39.2,36.95,2015
Kab. Belu,Nusa Tenggara Timur,49.68,38.83,38.34,2015
Kab. Alor,Nusa Tenggara Timur,63.31,36.1,36.47,2015
Kab. Flores Timur,Nusa Tenggara Timur,50.66,41.4,41.96,2015
Kab. Sikka,Nusa Tenggara Timur,51.84,45.39,43.05,2015
Kab. Ende,Nusa Tenggara Timur,50.13,42.89,39.4,2015
Kab. Ngada,Nusa Tenggara Timur,49.96,43.15,44.59,2015
Kab. Manggarai,Nusa Tenggara Timur,58.68,47.86,46.33,2015
Kab. Sumba Timur,Nusa Tenggara Timur,44.95,39.47,36.36,2015
Kab. Sumba Barat,Nusa Tenggara Timur,52.89,41.36,38.25,2015
Kab. Lembata,Nusa Tenggara Timur,51.56,44.44,43.45,2015
Kab. Rote Ndao,Nusa Tenggara Timur,71.03,64.98,60.46,2015
Kab. Manggarai Barat,Nusa Tenggara Timur,63.61,47.09,47.99,2015
Kab. Nagekeo,Nusa Tenggara Timur,52.04,40.02,38.96,2015
Kab. Sumba Tengah,Nusa Tenggara Timur,55.54,35.79,33.79,2015
Kab. Sumba Barat Daya,Nusa Tenggara Timur,58.17,40.61,37.48,2015
Kab. Manggarai Timur,Nusa Tenggara Timur,64.13,46.91,48.42,2015
Kab. Sabu Raijua,Nusa Tenggara Timur,77.73,33.48,30.17,2015
Kab. Malaka,Nusa Tenggara Timur,60.59,35.04,34.26,2015
Kota Kupang,Nusa Tenggara Timur,48.77,57.24,43.91,2015
Prov. Papua,Papua,59.35,47.48,45.58,2015
Kab. Jayapura,Papua,48.5,45.45,39.19,2015
Kab. Biak Numfor,Papua,56.38,37.61,35.83,2015
Kab. Kepulauan Yapen,Papua,41.52,33.97,28.56,2015
Kab. Merauke,Papua,53.38,40.6,37.09,2015
Kab. Jayawijaya,Papua,77.02,64.87,61.75,2015
Kab. Nabire,Papua,46.96,38.39,34.54,2015
Kab. Paniai,Papua,68.06,30.56,30.84,2015
Kab. Puncak Jaya,Papua,68.48,64.73,55.45,2015
Kab. Mimika,Papua,63.52,37.37,38.63,2015
Kab. Boven Digoel,Papua,62.0,38.73,35.28,2015
Kab. Mappi,Papua,66.06,45.25,38.77,2015
Kab. Asmat,Papua,62.84,63.26,60.16,2015
Kab. Yahukimo,Papua,64.66,63.85,59.74,2015
Kab. Pegunungan Bintang,Papua,69.85,57.18,39.79,2015
Kab. Tolikara,Papua,73.51,56.04,60.82,2015
Kab. Sarmi,Papua,67.46,40.44,44.54,2015
Kab. Keerom,Papua,53.65,60.57,53.71,2015
Kab. Waropen,Papua,74.45,46.56,50.74,2015
Kab. Supiori,Papua,67.52,41.71,42.53,2015
Kab. Mamberamo Raya,Papua,66.26,49.11,55.0,2015
Kab. Nduga,Papua,73.42,0.0,69.51,2015
Kab. Lanny Jaya,Papua,69.68,61.84,45.12,2015
Kab. Mamberamo Tengah,Papua,72.6,65.89,71.5,2015
Kab. Yalimo,Papua,57.54,48.93,50.57,2015
kab. Puncak,Papua,71.99,0.0,59.08,2015
Kab. Dogiyai,Papua,51.12,26.67,33.97,2015
Kab. Deiyai,Papua,55.26,60.55,53.75,2015
Kab. Intan Jaya,Papua,64.81,0.0,60.97,2015
Kota Jayapura,Papua,60.88,63.36,60.42,2015
Prov. Bengkulu,Bengkulu,49.97,56.97,44.42,2015
Kab. Bengkulu Utara,Bengkulu,50.44,55.07,51.24,2015
Kab. Rejang Lebong,Bengkulu,53.4,59.03,48.32,2015
Kab. Bengkulu Selatan,Bengkulu,45.92,58.33,45.47,2015
Kab. Mukomuko,Bengkulu,47.94,50.97,41.63,2015
Kab. Kepahiang,Bengkulu,46.98,49.53,43.7,2015
Kab. Lebong,Bengkulu,43.98,49.63,41.29,2015
Kab. Kaur,Bengkulu,44.71,53.85,40.06,2015
Kab. Seluma,Bengkulu,44.32,46.01,35.22,2015
Kab. Bengkulu Tengah,Bengkulu,60.72,56.97,41.16,2015
Kota Bengkulu,Bengkulu,54.27,65.22,46.49,2015
Prov. Maluku Utara,Maluku Utara,65.3,56.33,54.39,2015
Kab. Pulau Taliabu,Maluku Utara,61.38,40.22,38.92,2015
Kab. Halmahera Tengah,Maluku Utara,59.5,49.17,45.68,2015
Kab. Halmahera Barat,Maluku Utara,56.78,46.97,40.76,2015
Kab. halmahera Utara,Maluku Utara,65.57,52.47,50.69,2015
Kab. Halmahera Selatan,Maluku Utara,61.21,45.38,46.49,2015
Kab. Halmahera Timur,Maluku Utara,67.69,59.73,55.41,2015
Kab. Kepulauan Sula,Maluku Utara,82.81,72.07,66.96,2015
Kab. Kepulauan Morotai,Maluku Utara,54.5,35.79,39.58,2015
Kota Ternate,Maluku Utara,67.31,68.94,68.53,2015
Kota Tidore Kepulauan,Maluku Utara,69.02,66.76,67.56,2015
Prov. Banten,Banten,53.27,59.38,51.85,2015
Kab. Pandeglang,Banten,51.68,62.7,56.64,2015
Kab. Lebak,Banten,42.9,45.84,45.17,2015
Kab. Tangerang,Banten,54.06,59.05,52.93,2015
Kab. Serang,Banten,45.71,49.25,43.88,2015
Kota Cilegon,Banten,52.12,57.63,45.96,2015
Kota Tangerang,Banten,65.9,66.13,59.53,2015
Kota Serang,Banten,47.84,59.42,50.78,2015
Kota Tangerang Selatan,Banten,62.92,67.77,58.24,2015
Prov. Bangka Belitung,Bangka Belitung,53.41,50.03,46.75,2015
Kab. Bangka,Bangka Belitung,53.34,51.1,46.99,2015
Kab. Belitung,Bangka Belitung,52.76,48.05,46.21,2015
Kab. Bangka Tengah,Bangka Belitung,51.3,46.04,45.06,2015
Kab. Bangka Barat,Bangka Belitung,49.9,43.7,44.82,2015
Kab. Bangka Selatan,Bangka Belitung,54.13,52.78,47.45,2015
Kab. Belitung Timur,Bangka Belitung,54.75,52.16,49.2,2015
Kota Pangkalpinang,Bangka Belitung,57.24,53.21,47.67,2015
Prov. Gorontalo,Gorontalo,64.05,59.83,53.23,2015
Kab. Boalemo,Gorontalo,68.65,50.15,45.73,2015
Kab. Gorontalo,Gorontalo,66.87,52.26,45.06,2015
Kab. Pohuwato,Gorontalo,67.87,68.72,66.81,2015
Kab. Bone Bolango,Gorontalo,64.78,67.41,59.54,2015
Kab. Gorontalo Utara,Gorontalo,68.84,57.57,54.83,2015
Kota Gorontalo,Gorontalo,50.38,69.73,53.88,2015
Prov. Kepulauan Riau,Kepulauan Riau,58.46,58.05,51.11,2015
Kab. Bintan,Kepulauan Riau,55.24,56.89,49.08,2015
Kab. Karimun,Kepulauan Riau,59.25,53.39,49.41,2015
Kab. Natuna,Kepulauan Riau,55.91,62.82,60.63,2015
Kab. Lingga,Kepulauan Riau,50.61,44.35,42.55,2015
Kab. Kepulauan Anambas,Kepulauan Riau,57.44,43.48,49.44,2015
Kota Batam,Kepulauan Riau,60.32,63.06,53.12,2015
Kota Tanjungpinang,Kepulauan Riau,56.91,57.75,48.77,2015
Prov. Papua Barat,Papua Barat,66.29,62.31,56.54,2015
Kab. Fakfak,Papua Barat,66.43,59.43,54.35,2015
Kab. Kaimana,Papua Barat,43.64,40.18,37.35,2015
Kab. Teluk Wondama,Papua Barat,69.59,65.28,53.88,2015
Kab. Teluk Bintuni,Papua Barat,63.81,55.47,58.53,2015
Kab. Manokwari,Papua Barat,64.28,70.15,62.83,2015
Kab. Sorong Selatan,Papua Barat,72.99,41.79,42.67,2015
Kab. Sorong,Papua Barat,65.41,62.0,61.24,2015
Kab. Raja Ampat,Papua Barat,72.84,66.6,67.73,2015
Kab. Tambrauw,Papua Barat,64.8,57.55,53.87,2015
Kab. Maybrat,Papua Barat,72.26,58.05,61.38,2015
Kab. Pegunungan Arfak,Papua Barat,66.63,70.17,59.04,2015
Kab. Manokwari Selatan,Papua Barat,65.1,28.87,44.04,2015
Kota Sorong,Papua Barat,69.66,63.48,57.85,2015
Prov. Sulawesi Barat,Sulawesi Barat,60.57,52.85,52.3,2015
Kab. Mamuju,Sulawesi Barat,70.13,63.36,64.99,2015
Kab. Pasangkayu,Sulawesi Barat,60.72,58.14,58.06,2015
Kab. Polewali Mandar,Sulawesi Barat,56.18,45.73,41.04,2015
Kab. Mamasa,Sulawesi Barat,62.5,49.7,51.94,2015
Kab. Majene,Sulawesi Barat,54.07,50.09,44.4,2015
Kab. Mamuju Tengah,Sulawesi Barat,58.91,57.54,51.87,2015
Prov. Kalimantan Utara,Kalimantan Utara,55.85,45.26,43.64,2015
Kab. Malinau,Kalimantan Utara,63.18,37.22,39.2,2015
Kab. Bulungan,Kalimantan Utara,64.31,44.69,44.1,2015
Kab. Tana Tidung,Kalimantan Utara,61.86,52.51,49.34,2015
Kab. Nunukan,Kalimantan Utara,50.42,46.81,43.56,2015
Prov. D.K.I. Jakarta,D.K.I. Jakarta,61.06,63.56,57.83,2016
Kab. Kepulauan Seribu,D.K.I. Jakarta,43.21,0.0,0.0,2016
Kota Jakarta Pusat,D.K.I. Jakarta,60.63,63.87,56.77,2016
Kota Jakarta Utara,D.K.I. Jakarta,58.2,59.01,54.69,2016
Kota Jakarta Barat,D.K.I. Jakarta,58.4,61.98,56.81,2016
Kota Jakarta Selatan,D.K.I. Jakarta,63.56,65.8,59.9,2016
Kota Jakarta Timur,D.K.I. Jakarta,62.69,64.44,58.84,2016
Prov. Jawa Barat,Jawa Barat,62.05,57.48,55.77,2016
Kab. Bogor,Jawa Barat,54.99,48.39,48.28,2016
Kab. Sukabumi,Jawa Barat,66.56,50.74,53.52,2016
Kab. Cianjur,Jawa Barat,68.39,52.47,52.77,2016
Kab. Bandung,Jawa Barat,65.97,56.04,54.87,2016
Kab. Sumedang,Jawa Barat,51.59,63.53,61.9,2016
Kab. Garut,Jawa Barat,61.53,58.46,58.66,2016
Kab. Tasikmalaya,Jawa Barat,66.81,60.72,61.38,2016
Kab. Ciamis,Jawa Barat,68.97,55.37,55.53,2016
Kab. Kuningan,Jawa Barat,51.3,48.36,49.68,2016
Kab. Majalengka,Jawa Barat,52.97,64.24,63.85,2016
Kab. Cirebon,Jawa Barat,49.3,58.09,57.97,2016
Kab. Indramayu,Jawa Barat,47.35,59.98,59.31,2016
Kab. Subang,Jawa Barat,65.18,58.71,59.21,2016
Kab. Purwakarta,Jawa Barat,67.05,59.49,57.01,2016
Kab. Karawang,Jawa Barat,65.35,60.43,59.07,2016
Kab. Bekasi,Jawa Barat,64.18,55.73,53.76,2016
Kab. Bandung Barat,Jawa Barat,64.76,53.01,51.32,2016
Kab. Pangandaran,Jawa Barat,70.52,43.73,50.16,2016
Kota Bandung,Jawa Barat,61.16,60.0,55.04,2016
Kota Bogor,Jawa Barat,68.44,61.06,57.77,2016
Kota Sukabumi,Jawa Barat,64.25,54.72,51.02,2016
Kota Cirebon,Jawa Barat,66.19,61.38,56.32,2016
Kota Bekasi,Jawa Barat,66.1,63.7,61.15,2016
Kota Depok,Jawa Barat,67.74,59.26,58.02,2016
Kota Cimahi,Jawa Barat,69.41,62.13,55.6,2016
Kota Tasikmalaya,Jawa Barat,73.87,61.6,59.1,2016
Kota Banjar,Jawa Barat,50.53,58.97,57.19,2016
Prov. Jawa Tengah,Jawa Tengah,55.74,58.42,57.12,2016
Kab. Cilacap,Jawa Tengah,55.8,55.09,55.56,2016
Kab. Banyumas,Jawa Tengah,57.69,58.73,57.89,2016
Kab. Purbalingga,Jawa Tengah,57.86,58.38,56.88,2016
Kab. Banjarnegara,Jawa Tengah,54.36,58.54,58.24,2016
Kab. Kebumen,Jawa Tengah,61.49,57.85,55.42,2016
Kab. Purworejo,Jawa Tengah,60.54,57.58,56.84,2016
Kab. Wonosobo,Jawa Tengah,58.12,52.8,55.86,2016
Kab. Magelang,Jawa Tengah,61.53,58.3,56.36,2016
Kab. Boyolali,Jawa Tengah,55.2,56.35,53.8,2016
Kab. Klaten,Jawa Tengah,57.38,57.62,54.02,2016
Kab. Sukoharjo,Jawa Tengah,58.99,58.31,60.81,2016
Kab. Wonogiri,Jawa Tengah,58.58,57.26,55.98,2016
Kab. Karanganyar,Jawa Tengah,57.71,55.1,53.44,2016
Kab. Sragen,Jawa Tengah,54.28,52.81,52.45,2016
Kab. Grobogan,Jawa Tengah,48.73,58.36,57.3,2016
Kab. Blora,Jawa Tengah,52.61,50.15,54.18,2016
Kab. Rembang,Jawa Tengah,54.88,56.24,55.1,2016
Kab. Pati,Jawa Tengah,57.62,61.63,59.16,2016
Kab. Kudus,Jawa Tengah,56.11,63.95,61.38,2016
Kab. Jepara,Jawa Tengah,54.58,62.18,59.56,2016
Kab. Demak,Jawa Tengah,47.69,60.25,57.76,2016
Kab. Semarang,Jawa Tengah,57.78,59.43,57.27,2016
Kab. Temanggung,Jawa Tengah,60.12,55.0,57.85,2016
Kab. Kendal,Jawa Tengah,51.2,57.51,55.66,2016
Kab. Batang,Jawa Tengah,52.46,62.17,61.22,2016
Kab. Pekalongan,Jawa Tengah,54.66,58.38,58.01,2016
Kab. Pemalang,Jawa Tengah,50.26,54.47,54.05,2016
